fips,name,State,State Code,Region,Division,Region_alt,msa,type_bea20
2451,47047,Fayette County,Tennessee,TN,South,East South Central,South,"Memphis, TN-MS-AR ",Metro
2452,47049,Fentress County,Tennessee,TN,South,East South Central,South,,Rural
2453,47051,Franklin County,Tennessee,TN,South,East South Central,South,"Tullahoma-Manchester, TN ",Micro
2454,47053,Gibson County,Tennessee,TN,South,East South Central,South,"Jackson, TN ",Metro
2455,47055,Giles County,Tennessee,TN,South,East South Central,South,,Rural
2456,47057,Grainger County,Tennessee,TN,South,East South Central,South,"Morristown, TN ",Metro
2457,47059,Greene County,Tennessee,TN,South,East South Central,South,"Greeneville, TN ",Micro
2458,47061,Grundy County,Tennessee,TN,South,East South Central,South,,Rural
2459,47063,Hamblen County,Tennessee,TN,South,East South Central,South,"Morristown, TN ",Metro
2460,47065,Hamilton County,Tennessee,TN,South,East South Central,South,"Chattanooga, TN-GA ",Metro
2461,47067,Hancock County,Tennessee,TN,South,East South Central,South,,Rural
2462,47069,Hardeman County,Tennessee,TN,South,East South Central,South,,Rural
2463,47071,Hardin County,Tennessee,TN,South,East South Central,South,,Rural
2464,47073,Hawkins County,Tennessee,TN,South,East South Central,South,"Kingsport-Bristol, TN-VA ",Metro
2465,47075,Haywood County,Tennessee,TN,South,East South Central,South,"Brownsville, TN ",Micro
2466,47077,Henderson County,Tennessee,TN,South,East South Central,South,,Rural
2467,47079,Henry County,Tennessee,TN,South,East South Central,South,"Paris, TN ",Micro
2468,47081,Hickman County,Tennessee,TN,South,East South Central,South,,Rural
2469,47083,Houston County,Tennessee,TN,South,East South Central,South,,Rural
2470,47085,Humphreys County,Tennessee,TN,South,East South Central,South,,Rural
2471,47087,Jackson County,Tennessee,TN,South,East South Central,South,"Cookeville, TN ",Micro
2472,47089,Jefferson County,Tennessee,TN,South,East South Central,South,"Morristown, TN ",Metro
2473,47091,Johnson County,Tennessee,TN,South,East South Central,South,,Rural
2474,47093,Knox County,Tennessee,TN,South,East South Central,South,"Knoxville, TN ",Metro
2475,47095,Lake County,Tennessee,TN,South,East South Central,South,,Rural
2476,47097,Lauderdale County,Tennessee,TN,South,East South Central,South,,Rural
2477,47099,Lawrence County,Tennessee,TN,South,East South Central,South,"Lawrenceburg, TN ",Micro
2478,47101,Lewis County,Tennessee,TN,South,East South Central,South,,Rural
2479,47103,Lincoln County,Tennessee,TN,South,East South Central,South,,Rural
2480,47105,Loudon County,Tennessee,TN,South,East South Central,South,"Knoxville, TN ",Metro
2481,47107,McMinn County,Tennessee,TN,South,East South Central,South,"Athens, TN ",Micro
2482,47109,McNairy County,Tennessee,TN,South,East South Central,South,,Rural
2483,47111,Macon County,Tennessee,TN,South,East South Central,South,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2484,47113,Madison County,Tennessee,TN,South,East South Central,South,"Jackson, TN ",Metro
2485,47115,Marion County,Tennessee,TN,South,East South Central,South,"Chattanooga, TN-GA ",Metro
2486,47117,Marshall County,Tennessee,TN,South,East South Central,South,"Lewisburg, TN ",Micro
2487,47119,Maury County,Tennessee,TN,South,East South Central,South,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2488,47121,Meigs County,Tennessee,TN,South,East South Central,South,,Rural
2489,47123,Monroe County,Tennessee,TN,South,East South Central,South,,Rural
2490,47125,Montgomery County,Tennessee,TN,South,East South Central,South,"Clarksville, TN-KY ",Metro
2491,47127,Moore County,Tennessee,TN,South,East South Central,South,"Tullahoma-Manchester, TN ",Micro
2492,47129,Morgan County,Tennessee,TN,South,East South Central,South,"Knoxville, TN ",Metro
2493,47131,Obion County,Tennessee,TN,South,East South Central,South,"Union City, TN ",Micro
2494,47133,Overton County,Tennessee,TN,South,East South Central,South,"Cookeville, TN ",Micro
2495,47135,Perry County,Tennessee,TN,South,East South Central,South,,Rural
2496,47137,Pickett County,Tennessee,TN,South,East South Central,South,,Rural
2497,47139,Polk County,Tennessee,TN,South,East South Central,South,"Cleveland, TN ",Metro
2498,47141,Putnam County,Tennessee,TN,South,East South Central,South,"Cookeville, TN ",Micro
2499,47143,Rhea County,Tennessee,TN,South,East South Central,South,"Dayton, TN ",Micro
2500,47145,Roane County,Tennessee,TN,South,East South Central,South,"Knoxville, TN ",Metro
2501,47147,Robertson County,Tennessee,TN,South,East South Central,South,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2502,47149,Rutherford County,Tennessee,TN,South,East South Central,South,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2503,47151,Scott County,Tennessee,TN,South,East South Central,South,,Rural
2504,47153,Sequatchie County,Tennessee,TN,South,East South Central,South,"Chattanooga, TN-GA ",Metro
2505,47155,Sevier County,Tennessee,TN,South,East South Central,South,"Sevierville, TN ",Micro
2506,47157,Shelby County,Tennessee,TN,South,East South Central,South,"Memphis, TN-MS-AR ",Metro
2507,47159,Smith County,Tennessee,TN,South,East South Central,South,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2508,47161,Stewart County,Tennessee,TN,South,East South Central,South,"Clarksville, TN-KY ",Metro
2509,47163,Sullivan County,Tennessee,TN,South,East South Central,South,"Kingsport-Bristol, TN-VA ",Metro
2510,47165,Sumner County,Tennessee,TN,South,East South Central,South,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2511,47167,Tipton County,Tennessee,TN,South,East South Central,South,"Memphis, TN-MS-AR ",Metro
2512,47169,Trousdale County,Tennessee,TN,South,East South Central,South,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2513,47171,Unicoi County,Tennessee,TN,South,East South Central,South,"Johnson City, TN ",Metro
2514,47173,Union County,Tennessee,TN,South,East South Central,South,"Knoxville, TN ",Metro
2515,47175,Van Buren County,Tennessee,TN,South,East South Central,South,,Rural
2516,47177,Warren County,Tennessee,TN,South,East South Central,South,"McMinnville, TN ",Micro
2517,47179,Washington County,Tennessee,TN,South,East South Central,South,"Johnson City, TN ",Metro
2518,47181,Wayne County,Tennessee,TN,South,East South Central,South,,Rural
2519,47183,Weakley County,Tennessee,TN,South,East South Central,South,"Martin, TN ",Micro
2520,47185,White County,Tennessee,TN,South,East South Central,South,,Rural
2521,47187,Williamson County,Tennessee,TN,South,East South Central,South,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2522,47189,Wilson County,Tennessee,TN,South,East South Central,South,"Nashville-Davidson--Murfreesboro--Franklin, TN ",Metro
2523,48001,Anderson County,Texas,TX,South,West South Central,South,"Palestine, TX ",Micro
2524,48003,Andrews County,Texas,TX,South,West South Central,South,"Andrews, TX ",Micro
2525,48005,Angelina County,Texas,TX,South,West South Central,South,"Lufkin, TX ",Micro
2526,48007,Aransas County,Texas,TX,South,West South Central,South,"Rockport, TX ",Micro
2527,48009,Archer County,Texas,TX,South,West South Central,South,"Wichita Falls, TX ",Metro
2528,48011,Armstrong County,Texas,TX,South,West South Central,South,"Amarillo, TX ",Metro
2529,48013,Atascosa County,Texas,TX,South,West South Central,South,"San Antonio-New Braunfels, TX ",Metro
2530,48015,Austin County,Texas,TX,South,West South Central,South,"Houston-The Woodlands-Sugar Land, TX ",Metro
2531,48017,Bailey County,Texas,TX,South,West South Central,South,,Rural
2532,48019,Bandera County,Texas,TX,South,West South Central,South,"San Antonio-New Braunfels, TX ",Metro
2533,48021,Bastrop County,Texas,TX,South,West South Central,South,"Austin-Round Rock-Georgetown, TX ",Metro
2534,48023,Baylor County,Texas,TX,South,West South Central,South,,Rural
2535,48025,Bee County,Texas,TX,South,West South Central,South,"Beeville, TX ",Micro
2536,48027,Bell County,Texas,TX,South,West South Central,South,"Killeen-Temple, TX ",Metro
2537,48029,Bexar County,Texas,TX,South,West South Central,South,"San Antonio-New Braunfels, TX ",Metro
2538,48031,Blanco County,Texas,TX,South,West South Central,South,,Rural
2539,48033,Borden County,Texas,TX,South,West South Central,South,,Rural
2540,48035,Bosque County,Texas,TX,South,West South Central,South,,Rural
2541,48037,Bowie County,Texas,TX,South,West South Central,South,"Texarkana, TX-AR ",Metro
2542,48039,Brazoria County,Texas,TX,South,West South Central,South,"Houston-The Woodlands-Sugar Land, TX ",Metro
2543,48041,Brazos County,Texas,TX,South,West South Central,South,"College Station-Bryan, TX ",Metro
2544,48043,Brewster County,Texas,TX,South,West South Central,South,,Rural
2545,48045,Briscoe County,Texas,TX,South,West South Central,South,,Rural
2546,48047,Brooks County,Texas,TX,South,West South Central,South,,Rural
2547,48049,Brown County,Texas,TX,South,West South Central,South,"Brownwood, TX ",Micro
2548,48051,Burleson County,Texas,TX,South,West South Central,South,"College Station-Bryan, TX ",Metro
2549,48053,Burnet County,Texas,TX,South,West South Central,South,,Rural
2550,48055,Caldwell County,Texas,TX,South,West South Central,South,"Austin-Round Rock-Georgetown, TX ",Metro
2551,48057,Calhoun County,Texas,TX,South,West South Central,South,"Port Lavaca, TX ",Micro
2552,48059,Callahan County,Texas,TX,South,West South Central,South,"Abilene, TX ",Metro
2553,48061,Cameron County,Texas,TX,South,West South Central,South,"Brownsville-Harlingen, TX ",Metro
2554,48063,Camp County,Texas,TX,South,West South Central,South,"Mount Pleasant, TX ",Micro
2555,48065,Carson County,Texas,TX,South,West South Central,South,"Amarillo, TX ",Metro
2556,48067,Cass County,Texas,TX,South,West South Central,South,,Rural
2557,48069,Castro County,Texas,TX,South,West South Central,South,,Rural
2558,48071,Chambers County,Texas,TX,South,West South Central,South,"Houston-The Woodlands-Sugar Land, TX ",Metro
2559,48073,Cherokee County,Texas,TX,South,West South Central,South,"Jacksonville, TX ",Micro
2560,48075,Childress County,Texas,TX,South,West South Central,South,,Rural
2561,48077,Clay County,Texas,TX,South,West South Central,South,"Wichita Falls, TX ",Metro
2562,48079,Cochran County,Texas,TX,South,West South Central,South,,Rural
2563,48081,Coke County,Texas,TX,South,West South Central,South,,Rural
2564,48083,Coleman County,Texas,TX,South,West South Central,South,,Rural
2565,48085,Collin County,Texas,TX,South,West South Central,South,"Dallas-Fort Worth-Arlington, TX ",Metro
2566,48087,Collingsworth County,Texas,TX,South,West South Central,South,,Rural
2567,48089,Colorado County,Texas,TX,South,West South Central,South,,Rural
2568,48091,Comal County,Texas,TX,South,West South Central,South,"San Antonio-New Braunfels, TX ",Metro
2569,48093,Comanche County,Texas,TX,South,West South Central,South,,Rural
2570,48095,Concho County,Texas,TX,South,West South Central,South,,Rural
2571,48097,Cooke County,Texas,TX,South,West South Central,South,"Gainesville, TX ",Micro
2572,48099,Coryell County,Texas,TX,South,West South Central,South,"Killeen-Temple, TX ",Metro
2573,48101,Cottle County,Texas,TX,South,West South Central,South,,Rural
2574,48103,Crane County,Texas,TX,South,West South Central,South,,Rural
2575,48105,Crockett County,Texas,TX,South,West South Central,South,,Rural
2576,48107,Crosby County,Texas,TX,South,West South Central,South,"Lubbock, TX ",Metro
2577,48109,Culberson County,Texas,TX,South,West South Central,South,,Rural
2578,48111,Dallam County,Texas,TX,South,West South Central,South,,Rural
2579,48113,Dallas County,Texas,TX,South,West South Central,South,"Dallas-Fort Worth-Arlington, TX ",Metro
2580,48115,Dawson County,Texas,TX,South,West South Central,South,"Lamesa, TX ",Micro
2581,48117,Deaf Smith County,Texas,TX,South,West South Central,South,"Hereford, TX ",Micro
2582,48119,Delta County,Texas,TX,South,West South Central,South,,Rural
2583,48121,Denton County,Texas,TX,South,West South Central,South,"Dallas-Fort Worth-Arlington, TX ",Metro
2584,48123,DeWitt County,Texas,TX,South,West South Central,South,,Rural
2585,48125,Dickens County,Texas,TX,South,West South Central,South,,Rural
2586,48127,Dimmit County,Texas,TX,South,West South Central,South,,Rural
2587,48129,Donley County,Texas,TX,South,West South Central,South,,Rural
2588,48131,Duval County,Texas,TX,South,West South Central,South,"Alice, TX ",Micro
2589,48133,Eastland County,Texas,TX,South,West South Central,South,,Rural
2590,48135,Ector County,Texas,TX,South,West South Central,South,"Odessa, TX ",Metro
2591,48137,Edwards County,Texas,TX,South,West South Central,South,,Rural
2592,48139,Ellis County,Texas,TX,South,West South Central,South,"Dallas-Fort Worth-Arlington, TX ",Metro
2593,48141,El Paso County,Texas,TX,South,West South Central,South,"El Paso, TX ",Metro
2594,48143,Erath County,Texas,TX,South,West South Central,South,"Stephenville, TX ",Micro
2595,48145,Falls County,Texas,TX,South,West South Central,South,"Waco, TX ",Metro
2596,48147,Fannin County,Texas,TX,South,West South Central,South,"Bonham, TX ",Micro
2597,48149,Fayette County,Texas,TX,South,West South Central,South,,Rural
2598,48151,Fisher County,Texas,TX,South,West South Central,South,,Rural
2599,48153,Floyd County,Texas,TX,South,West South Central,South,,Rural
2600,48155,Foard County,Texas,TX,South,West South Central,South,,Rural
2601,48157,Fort Bend County,Texas,TX,South,West South Central,South,"Houston-The Woodlands-Sugar Land, TX ",Metro
2602,48159,Franklin County,Texas,TX,South,West South Central,South,,Rural
2603,48161,Freestone County,Texas,TX,South,West South Central,South,,Rural
2604,48163,Frio County,Texas,TX,South,West South Central,South,"Pearsall, TX ",Micro
2605,48165,Gaines County,Texas,TX,South,West South Central,South,,Rural
2606,48167,Galveston County,Texas,TX,South,West South Central,South,"Houston-The Woodlands-Sugar Land, TX ",Metro
2607,48169,Garza County,Texas,TX,South,West South Central,South,,Rural
2608,48171,Gillespie County,Texas,TX,South,West South Central,South,"Fredericksburg, TX ",Micro
2609,48173,Glasscock County,Texas,TX,South,West South Central,South,,Rural
2610,48175,Goliad County,Texas,TX,South,West South Central,South,"Victoria, TX ",Metro
2611,48177,Gonzales County,Texas,TX,South,West South Central,South,,Rural
2612,48179,Gray County,Texas,TX,South,West South Central,South,"Pampa, TX ",Micro
2613,48181,Grayson County,Texas,TX,South,West South Central,South,"Sherman-Denison, TX ",Metro
2614,48183,Gregg County,Texas,TX,South,West South Central,South,"Longview, TX ",Metro
2615,48185,Grimes County,Texas,TX,South,West South Central,South,,Rural
2616,48187,Guadalupe County,Texas,TX,South,West South Central,South,"San Antonio-New Braunfels, TX ",Metro
2617,48189,Hale County,Texas,TX,South,West South Central,South,"Plainview, TX ",Micro
2618,48191,Hall County,Texas,TX,South,West South Central,South,,Rural
2619,48193,Hamilton County,Texas,TX,South,West South Central,South,,Rural
2620,48195,Hansford County,Texas,TX,South,West South Central,South,,Rural
2621,48197,Hardeman County,Texas,TX,South,West South Central,South,,Rural
2622,48199,Hardin County,Texas,TX,South,West South Central,South,"Beaumont-Port Arthur, TX ",Metro
2623,48201,Harris County,Texas,TX,South,West South Central,South,"Houston-The Woodlands-Sugar Land, TX ",Metro
2624,48203,Harrison County,Texas,TX,South,West South Central,South,"Longview, TX ",Metro
2625,48205,Hartley County,Texas,TX,South,West South Central,South,,Rural
2626,48207,Haskell County,Texas,TX,South,West South Central,South,,Rural
2627,48209,Hays County,Texas,TX,South,West South Central,South,"Austin-Round Rock-Georgetown, TX ",Metro
2628,48211,Hemphill County,Texas,TX,South,West South Central,South,,Rural
2629,48213,Henderson County,Texas,TX,South,West South Central,South,"Athens, TX ",Micro
2630,48215,Hidalgo County,Texas,TX,South,West South Central,South,"McAllen-Edinburg-Mission, TX ",Metro
2631,48217,Hill County,Texas,TX,South,West South Central,South,,Rural
2632,48219,Hockley County,Texas,TX,South,West South Central,South,"Levelland, TX ",Micro
2633,48221,Hood County,Texas,TX,South,West South Central,South,"Granbury, TX ",Micro
2634,48223,Hopkins County,Texas,TX,South,West South Central,South,"Sulphur Springs, TX ",Micro
2635,48225,Houston County,Texas,TX,South,West South Central,South,,Rural
2636,48227,Howard County,Texas,TX,South,West South Central,South,"Big Spring, TX ",Micro
2637,48229,Hudspeth County,Texas,TX,South,West South Central,South,"El Paso, TX ",Metro
2638,48231,Hunt County,Texas,TX,South,West South Central,South,"Dallas-Fort Worth-Arlington, TX ",Metro
2639,48233,Hutchinson County,Texas,TX,South,West South Central,South,"Borger, TX ",Micro
2640,48235,Irion County,Texas,TX,South,West South Central,South,"San Angelo, TX ",Metro
2641,48237,Jack County,Texas,TX,South,West South Central,South,,Rural
2642,48239,Jackson County,Texas,TX,South,West South Central,South,,Rural
2643,48241,Jasper County,Texas,TX,South,West South Central,South,,Rural
2644,48243,Jeff Davis County,Texas,TX,South,West South Central,South,,Rural
2645,48245,Jefferson County,Texas,TX,South,West South Central,South,"Beaumont-Port Arthur, TX ",Metro
2646,48247,Jim Hogg County,Texas,TX,South,West South Central,South,,Rural
2647,48249,Jim Wells County,Texas,TX,South,West South Central,South,"Alice, TX ",Micro
2648,48251,Johnson County,Texas,TX,South,West South Central,South,"Dallas-Fort Worth-Arlington, TX ",Metro
2649,48253,Jones County,Texas,TX,South,West South Central,South,"Abilene, TX ",Metro
2650,48255,Karnes County,Texas,TX,South,West South Central,South,,Rural
2651,48257,Kaufman County,Texas,TX,South,West South Central,South,"Dallas-Fort Worth-Arlington, TX ",Metro
2652,48259,Kendall County,Texas,TX,South,West South Central,South,"San Antonio-New Braunfels, TX ",Metro
2653,48261,Kenedy County,Texas,TX,South,West South Central,South,"Kingsville, TX ",Micro
2654,48263,Kent County,Texas,TX,South,West South Central,South,,Rural
2655,48265,Kerr County,Texas,TX,South,West South Central,South,"Kerrville, TX ",Micro
2656,48267,Kimble County,Texas,TX,South,West South Central,South,,Rural
2657,48269,King County,Texas,TX,South,West South Central,South,,Rural
2658,48271,Kinney County,Texas,TX,South,West South Central,South,,Rural
2659,48273,Kleberg County,Texas,TX,South,West South Central,South,"Kingsville, TX ",Micro
2660,48275,Knox County,Texas,TX,South,West South Central,South,,Rural
2661,48277,Lamar County,Texas,TX,South,West South Central,South,"Paris, TX ",Micro
2662,48279,Lamb County,Texas,TX,South,West South Central,South,,Rural
2663,48281,Lampasas County,Texas,TX,South,West South Central,South,"Killeen-Temple, TX ",Metro
2664,48283,La Salle County,Texas,TX,South,West South Central,South,,Rural
2665,48285,Lavaca County,Texas,TX,South,West South Central,South,,Rural
2666,48287,Lee County,Texas,TX,South,West South Central,South,,Rural
2667,48289,Leon County,Texas,TX,South,West South Central,South,,Rural
2668,48291,Liberty County,Texas,TX,South,West South Central,South,"Houston-The Woodlands-Sugar Land, TX ",Metro
2669,48293,Limestone County,Texas,TX,South,West South Central,South,,Rural
2670,48295,Lipscomb County,Texas,TX,South,West South Central,South,,Rural
2671,48297,Live Oak County,Texas,TX,South,West South Central,South,,Rural
2672,48299,Llano County,Texas,TX,South,West South Central,South,,Rural
2673,48301,Loving County,Texas,TX,South,West South Central,South,"Pecos, TX ",Micro
2674,48303,Lubbock County,Texas,TX,South,West South Central,South,"Lubbock, TX ",Metro
2675,48305,Lynn County,Texas,TX,South,West South Central,South,"Lubbock, TX ",Metro
2676,48307,McCulloch County,Texas,TX,South,West South Central,South,,Rural
2677,48309,McLennan County,Texas,TX,South,West South Central,South,"Waco, TX ",Metro
2678,48311,McMullen County,Texas,TX,South,West South Central,South,,Rural
2679,48313,Madison County,Texas,TX,South,West South Central,South,,Rural
2680,48315,Marion County,Texas,TX,South,West South Central,South,,Rural
2681,48317,Martin County,Texas,TX,South,West South Central,South,"Midland, TX ",Metro
2682,48319,Mason County,Texas,TX,South,West South Central,South,,Rural
2683,48321,Matagorda County,Texas,TX,South,West South Central,South,"Bay City, TX ",Micro
2684,48323,Maverick County,Texas,TX,South,West South Central,South,"Eagle Pass, TX ",Micro
2685,48325,Medina County,Texas,TX,South,West South Central,South,"San Antonio-New Braunfels, TX ",Metro
2686,48327,Menard County,Texas,TX,South,West South Central,South,,Rural
2687,48329,Midland County,Texas,TX,South,West South Central,South,"Midland, TX ",Metro
2688,48331,Milam County,Texas,TX,South,West South Central,South,,Rural
2689,48333,Mills County,Texas,TX,South,West South Central,South,,Rural
2690,48335,Mitchell County,Texas,TX,South,West South Central,South,,Rural
2691,48337,Montague County,Texas,TX,South,West South Central,South,,Rural
2692,48339,Montgomery County,Texas,TX,South,West South Central,South,"Houston-The Woodlands-Sugar Land, TX ",Metro
2693,48341,Moore County,Texas,TX,South,West South Central,South,"Dumas, TX ",Micro
2694,48343,Morris County,Texas,TX,South,West South Central,South,,Rural
2695,48345,Motley County,Texas,TX,South,West South Central,South,,Rural
2696,48347,Nacogdoches County,Texas,TX,South,West South Central,South,"Nacogdoches, TX ",Micro
2697,48349,Navarro County,Texas,TX,South,West South Central,South,"Corsicana, TX ",Micro
2698,48351,Newton County,Texas,TX,South,West South Central,South,,Rural
2699,48353,Nolan County,Texas,TX,South,West South Central,South,"Sweetwater, TX ",Micro
2700,48355,Nueces County,Texas,TX,South,West South Central,South,"Corpus Christi, TX ",Metro
2701,48357,Ochiltree County,Texas,TX,South,West South Central,South,,Rural
2702,48359,Oldham County,Texas,TX,South,West South Central,South,"Amarillo, TX ",Metro
2703,48361,Orange County,Texas,TX,South,West South Central,South,"Beaumont-Port Arthur, TX ",Metro
2704,48363,Palo Pinto County,Texas,TX,South,West South Central,South,"Mineral Wells, TX ",Micro
2705,48365,Panola County,Texas,TX,South,West South Central,South,,Rural
2706,48367,Parker County,Texas,TX,South,West South Central,South,"Dallas-Fort Worth-Arlington, TX ",Metro
2707,48369,Parmer County,Texas,TX,South,West South Central,South,,Rural
2708,48371,Pecos County,Texas,TX,South,West South Central,South,,Rural
2709,48373,Polk County,Texas,TX,South,West South Central,South,,Rural
2710,48375,Potter County,Texas,TX,South,West South Central,South,"Amarillo, TX ",Metro
2711,48377,Presidio County,Texas,TX,South,West South Central,South,,Rural
2712,48379,Rains County,Texas,TX,South,West South Central,South,,Rural
2713,48381,Randall County,Texas,TX,South,West South Central,South,"Amarillo, TX ",Metro
2714,48383,Reagan County,Texas,TX,South,West South Central,South,,Rural
2715,48385,Real County,Texas,TX,South,West South Central,South,,Rural
2716,48387,Red River County,Texas,TX,South,West South Central,South,,Rural
2717,48389,Reeves County,Texas,TX,South,West South Central,South,"Pecos, TX ",Micro
2718,48391,Refugio County,Texas,TX,South,West South Central,South,,Rural
2719,48393,Roberts County,Texas,TX,South,West South Central,South,"Pampa, TX ",Micro
2720,48395,Robertson County,Texas,TX,South,West South Central,South,"College Station-Bryan, TX ",Metro
2721,48397,Rockwall County,Texas,TX,South,West South Central,South,"Dallas-Fort Worth-Arlington, TX ",Metro
2722,48399,Runnels County,Texas,TX,South,West South Central,South,,Rural
2723,48401,Rusk County,Texas,TX,South,West South Central,South,"Longview, TX ",Metro
2724,48403,Sabine County,Texas,TX,South,West South Central,South,,Rural
2725,48405,San Augustine County,Texas,TX,South,West South Central,South,,Rural
2726,48407,San Jacinto County,Texas,TX,South,West South Central,South,,Rural
2727,48409,San Patricio County,Texas,TX,South,West South Central,South,"Corpus Christi, TX ",Metro
2728,48411,San Saba County,Texas,TX,South,West South Central,South,,Rural
2729,48413,Schleicher County,Texas,TX,South,West South Central,South,,Rural
2730,48415,Scurry County,Texas,TX,South,West South Central,South,"Snyder, TX ",Micro
2731,48417,Shackelford County,Texas,TX,South,West South Central,South,,Rural
2732,48419,Shelby County,Texas,TX,South,West South Central,South,,Rural
2733,48421,Sherman County,Texas,TX,South,West South Central,South,,Rural
2734,48423,Smith County,Texas,TX,South,West South Central,South,"Tyler, TX ",Metro
2735,48425,Somervell County,Texas,TX,South,West South Central,South,,Rural
2736,48427,Starr County,Texas,TX,South,West South Central,South,"Rio Grande City-Roma, TX ",Micro
2737,48429,Stephens County,Texas,TX,South,West South Central,South,,Rural
2738,48431,Sterling County,Texas,TX,South,West South Central,South,"San Angelo, TX ",Metro
2739,48433,Stonewall County,Texas,TX,South,West South Central,South,,Rural
2740,48435,Sutton County,Texas,TX,South,West South Central,South,,Rural
2741,48437,Swisher County,Texas,TX,South,West South Central,South,,Rural
2742,48439,Tarrant County,Texas,TX,South,West South Central,South,"Dallas-Fort Worth-Arlington, TX ",Metro
2743,48441,Taylor County,Texas,TX,South,West South Central,South,"Abilene, TX ",Metro
2744,48443,Terrell County,Texas,TX,South,West South Central,South,,Rural
2745,48445,Terry County,Texas,TX,South,West South Central,South,,Rural
2746,48447,Throckmorton County,Texas,TX,South,West South Central,South,,Rural
2747,48449,Titus County,Texas,TX,South,West South Central,South,"Mount Pleasant, TX ",Micro
2748,48451,Tom Green County,Texas,TX,South,West South Central,South,"San Angelo, TX ",Metro
2749,48453,Travis County,Texas,TX,South,West South Central,South,"Austin-Round Rock-Georgetown, TX ",Metro
2750,48455,Trinity County,Texas,TX,South,West South Central,South,,Rural
2751,48457,Tyler County,Texas,TX,South,West South Central,South,,Rural
2752,48459,Upshur County,Texas,TX,South,West South Central,South,"Longview, TX ",Metro
2753,48461,Upton County,Texas,TX,South,West South Central,South,,Rural
2754,48463,Uvalde County,Texas,TX,South,West South Central,South,"Uvalde, TX ",Micro
2755,48465,Val Verde County,Texas,TX,South,West South Central,South,"Del Rio, TX ",Micro
2756,48467,Van Zandt County,Texas,TX,South,West South Central,South,,Rural
2757,48469,Victoria County,Texas,TX,South,West South Central,South,"Victoria, TX ",Metro
2758,48471,Walker County,Texas,TX,South,West South Central,South,"Huntsville, TX ",Micro
2759,48473,Waller County,Texas,TX,South,West South Central,South,"Houston-The Woodlands-Sugar Land, TX ",Metro
2760,48475,Ward County,Texas,TX,South,West South Central,South,,Rural
2761,48477,Washington County,Texas,TX,South,West South Central,South,"Brenham, TX ",Micro
2762,48479,Webb County,Texas,TX,South,West South Central,South,"Laredo, TX ",Metro
2763,48481,Wharton County,Texas,TX,South,West South Central,South,"El Campo, TX ",Micro
2764,48483,Wheeler County,Texas,TX,South,West South Central,South,,Rural
2765,48485,Wichita County,Texas,TX,South,West South Central,South,"Wichita Falls, TX ",Metro
2766,48487,Wilbarger County,Texas,TX,South,West South Central,South,"Vernon, TX ",Micro
2767,48489,Willacy County,Texas,TX,South,West South Central,South,"Raymondville, TX ",Micro
2768,48491,Williamson County,Texas,TX,South,West South Central,South,"Austin-Round Rock-Georgetown, TX ",Metro
2769,48493,Wilson County,Texas,TX,South,West South Central,South,"San Antonio-New Braunfels, TX ",Metro
2770,48495,Winkler County,Texas,TX,South,West South Central,South,,Rural
2771,48497,Wise County,Texas,TX,South,West South Central,South,"Dallas-Fort Worth-Arlington, TX ",Metro
2772,48499,Wood County,Texas,TX,South,West South Central,South,,Rural
2773,48501,Yoakum County,Texas,TX,South,West South Central,South,,Rural
2774,48503,Young County,Texas,TX,South,West South Central,South,,Rural
2775,48505,Zapata County,Texas,TX,South,West South Central,South,"Zapata, TX ",Micro
2776,48507,Zavala County,Texas,TX,South,West South Central,South,,Rural
2777,49001,Beaver County,Utah,UT,West,Mountain,Southwest,,Rural
2778,49003,Box Elder County,Utah,UT,West,Mountain,Southwest,"Ogden-Clearfield, UT ",Metro
2779,49005,Cache County,Utah,UT,West,Mountain,Southwest,"Logan, UT-ID ",Metro
2780,49007,Carbon County,Utah,UT,West,Mountain,Southwest,"Price, UT ",Micro
2781,49009,Daggett County,Utah,UT,West,Mountain,Southwest,,Rural
2782,49011,Davis County,Utah,UT,West,Mountain,Southwest,"Ogden-Clearfield, UT ",Metro
2783,49013,Duchesne County,Utah,UT,West,Mountain,Southwest,,Rural
2784,49015,Emery County,Utah,UT,West,Mountain,Southwest,,Rural
2785,49017,Garfield County,Utah,UT,West,Mountain,Southwest,,Rural
2786,49019,Grand County,Utah,UT,West,Mountain,Southwest,,Rural
2787,49021,Iron County,Utah,UT,West,Mountain,Southwest,"Cedar City, UT ",Micro
2788,49023,Juab County,Utah,UT,West,Mountain,Southwest,"Provo-Orem, UT ",Metro
2789,49025,Kane County,Utah,UT,West,Mountain,Southwest,,Rural
2790,49027,Millard County,Utah,UT,West,Mountain,Southwest,,Rural
2791,49029,Morgan County,Utah,UT,West,Mountain,Southwest,"Ogden-Clearfield, UT ",Metro
2792,49031,Piute County,Utah,UT,West,Mountain,Southwest,,Rural
2793,49033,Rich County,Utah,UT,West,Mountain,Southwest,,Rural
